"participant","item","register","attractor","verb","yes"
42,275,"informal","sg","pl",1
42,339,"informal","sg","pl",0
42,403,"informal","sg","pl",0
42,467,"informal","sg","pl",0
42,220,"informal","sg","sg",1
42,284,"informal","sg","sg",1
42,348,"informal","sg","sg",1
42,412,"informal","sg","sg",1
42,476,"informal","sg","sg",0
43,205,"formal","pl","pl",0
43,269,"formal","pl","pl",1
43,333,"formal","pl","pl",0
43,397,"formal","pl","pl",0
43,461,"formal","pl","pl",0
43,214,"formal","pl","sg",1
43,278,"formal","pl","sg",1
43,342,"formal","pl","sg",1
43,406,"formal","pl","sg",0
43,470,"formal","pl","sg",0
43,223,"formal","sg","pl",0
43,287,"formal","sg","pl",0
43,351,"formal","sg","pl",0
43,415,"formal","sg","pl",0
43,479,"formal","sg","pl",0
43,232,"formal","sg","sg",1
43,296,"formal","sg","sg",1
43,360,"formal","sg","sg",1
43,424,"formal","sg","sg",1
43,488,"formal","sg","sg",1
43,241,"informal","pl","pl",0
43,305,"informal","pl","pl",0
43,369,"informal","pl","pl",0
43,433,"informal","pl","pl",0
43,497,"informal","pl","pl",0
43,186,"informal","pl","sg",0
43,250,"informal","pl","sg",0
43,314,"informal","pl","sg",0
43,378,"informal","pl","sg",1
43,442,"informal","pl","sg",0
43,195,"informal","sg","pl",0
43,259,"informal","sg","pl",0
43,323,"informal","sg","pl",0
43,387,"informal","sg","pl",0
43,451,"informal","sg","pl",0
43,204,"informal","sg","sg",1
43,268,"informal","sg","sg",0
43,332,"informal","sg","sg",1
43,396,"informal","sg","sg",1
43,460,"informal","sg","sg",0
44,197,"formal","pl","pl",1
44,261,"formal","pl","pl",1
44,325,"formal","pl","pl",0
44,389,"formal","pl","pl",0
44,453,"formal","pl","pl",0
44,206,"formal","pl","sg",1
44,270,"formal","pl","sg",1
44,334,"formal","pl","sg",0
44,398,"formal","pl","sg",1
44,462,"formal","pl","sg",1
44,215,"formal","sg","pl",1
44,279,"formal","sg","pl",1
44,343,"formal","sg","pl",1
44,407,"formal","sg","pl",1
44,471,"formal","sg","pl",1
44,224,"formal","sg","sg",1
44,288,"formal","sg","sg",0
44,352,"formal","sg","sg",1
44,416,"formal","sg","sg",1
44,480,"formal","sg","sg",1
44,233,"informal","pl","pl",0
44,297,"informal","pl","pl",1
44,361,"informal","pl","pl",1
44,425,"informal","pl","pl",0
44,489,"informal","pl","pl",0
44,242,"informal","pl","sg",1
44,306,"informal","pl","sg",0
44,370,"informal","pl","sg",0
44,434,"informal","pl","sg",0
44,498,"informal","pl","sg",0
44,187,"informal","sg","pl",0
44,251,"informal","sg","pl",0
44,315,"informal","sg","pl",0
44,379,"informal","sg","pl",0
44,443,"informal","sg","pl",0
44,196,"informal","sg","sg",1
44,260,"informal","sg","sg",1
44,324,"informal","sg","sg",1
44,388,"informal","sg","sg",1
44,452,"informal","sg","sg",0
45,189,"formal","pl","pl",0
45,253,"formal","pl","pl",0
45,317,"formal","pl","pl",0
45,381,"formal","pl","pl",0
45,445,"formal","pl","pl",1
45,198,"formal","pl","sg",1
45,262,"formal","pl","sg",1
45,326,"formal","pl","sg",1
45,390,"formal","pl","sg",1
45,454,"formal","pl","sg",1
45,207,"formal","sg","pl",1
45,271,"formal","sg","pl",0
45,335,"formal","sg","pl",0
45,399,"formal","sg","pl",0
45,463,"formal","sg","pl",0
45,216,"formal","sg","sg",1
45,280,"formal","sg","sg",1
45,344,"formal","sg","sg",1
45,408,"formal","sg","sg",1
45,472,"formal","sg","sg",1
45,225,"informal","pl","pl",1
45,289,"informal","pl","pl",1
45,353,"informal","pl","pl",0
45,417,"informal","pl","pl",1
45,481,"informal","pl","pl",0
45,234,"informal","pl","sg",1
45,298,"informal","pl","sg",0
45,362,"informal","pl","sg",1
45,426,"informal","pl","sg",1
45,490,"informal","pl","sg",0
45,243,"informal","sg","pl",1
45,307,"informal","sg","pl",0
45,371,"informal","sg","pl",0
45,435,"informal","sg","pl",0
45,499,"informal","sg","pl",0
45,188,"informal","sg","sg",1
45,252,"informal","sg","sg",1
45,316,"informal","sg","sg",1
45,380,"informal","sg","sg",1
45,444,"informal","sg","sg",1
46,221,"formal","pl","pl",0
46,285,"formal","pl","pl",0
46,349,"formal","pl","pl",0
46,413,"formal","pl","pl",0
46,477,"formal","pl","pl",0
46,230,"formal","pl","sg",1
46,294,"formal","pl","sg",1
46,358,"formal","pl","sg",1
46,422,"formal","pl","sg",1
46,486,"formal","pl","sg",1
46,239,"formal","sg","pl",0
46,367,"formal","sg","pl",0
46,431,"formal","sg","pl",0
46,495,"formal","sg","pl",0
46,184,"formal","sg","sg",1
46,248,"formal","sg","sg",1
46,312,"formal","sg","sg",1
46,376,"formal","sg","sg",1
46,440,"formal","sg","sg",1
46,193,"informal","pl","pl",0
46,257,"informal","pl","pl",0
46,321,"informal","pl","pl",0
46,385,"informal","pl","pl",1
46,449,"informal","pl","pl",0
46,202,"informal","pl","sg",1
46,266,"informal","pl","sg",1
46,330,"informal","pl","sg",1
46,394,"informal","pl","sg",1
46,458,"informal","pl","sg",1
46,211,"informal","sg","pl",0
46,275,"informal","sg","pl",0
46,339,"informal","sg","pl",1
46,403,"informal","sg","pl",0
46,467,"informal","sg","pl",1
46,220,"informal","sg","sg",1
46,284,"informal","sg","sg",1
46,348,"informal","sg","sg",1
46,412,"informal","sg","sg",1
46,476,"informal","sg","sg",1
47,237,"formal","pl","pl",1
47,301,"formal","pl","pl",0
47,365,"formal","pl","pl",0
47,429,"formal","pl","pl",1
47,493,"formal","pl","pl",0
47,182,"formal","pl","sg",1
47,246,"formal","pl","sg",1
47,310,"formal","pl","sg",1
47,374,"formal","pl","sg",1
47,438,"formal","pl","sg",1
47,255,"formal","sg","pl",0
47,319,"formal","sg","pl",0
47,383,"formal","sg","pl",1
47,447,"formal","sg","pl",0
47,200,"formal","sg","sg",1
47,264,"formal","sg","sg",1
47,328,"formal","sg","sg",1
47,392,"formal","sg","sg",1
47,456,"formal","sg","sg",1
47,209,"informal","pl","pl",0
47,273,"informal","pl","pl",0
47,337,"informal","pl","pl",1
47,465,"informal","pl","pl",0
47,218,"informal","pl","sg",1
47,282,"informal","pl","sg",1
47,346,"informal","pl","sg",1
47,410,"informal","pl","sg",1
47,474,"informal","pl","sg",1
47,227,"informal","sg","pl",1
47,291,"informal","sg","pl",0
47,355,"informal","sg","pl",0
47,419,"informal","sg","pl",1
47,483,"informal","sg","pl",0
47,236,"informal","sg","sg",1
47,300,"informal","sg","sg",1
47,364,"informal","sg","sg",1
47,428,"informal","sg","sg",1
47,492,"informal","sg","sg",1
48,229,"formal","pl","pl",0
48,293,"formal","pl","pl",0
48,357,"formal","pl","pl",0
48,421,"formal","pl","pl",0
48,485,"formal","pl","pl",1
48,238,"formal","pl","sg",1
48,302,"formal","pl","sg",1
48,366,"formal","pl","sg",0
48,430,"formal","pl","sg",1
48,494,"formal","pl","sg",1
48,183,"formal","sg","pl",0
48,247,"formal","sg","pl",0
48,311,"formal","sg","pl",0
48,375,"formal","sg","pl",1
48,439,"formal","sg","pl",0
48,192,"formal","sg","sg",0
48,256,"formal","sg","sg",1
48,320,"formal","sg","sg",1
48,448,"formal","sg","sg",1
48,201,"informal","pl","pl",0
48,265,"informal","pl","pl",1
48,329,"informal","pl","pl",0
48,393,"informal","pl","pl",0
48,457,"informal","pl","pl",0
48,274,"informal","pl","sg",1
48,338,"informal","pl","sg",1
48,402,"informal","pl","sg",1
48,466,"informal","pl","sg",1
48,219,"informal","sg","pl",1
48,283,"informal","sg","pl",0
48,347,"informal","sg","pl",0
48,411,"informal","sg","pl",0
48,475,"informal","sg","pl",1
48,228,"informal","sg","sg",0
48,292,"informal","sg","sg",1
48,420,"informal","sg","sg",1
48,484,"informal","sg","sg",0
49,221,"formal","pl","pl",0
49,285,"formal","pl","pl",0
49,349,"formal","pl","pl",0
49,413,"formal","pl","pl",0
49,477,"formal","pl","pl",0
49,230,"formal","pl","sg",1
49,294,"formal","pl","sg",1
49,358,"formal","pl","sg",1
49,422,"formal","pl","sg",1
49,486,"formal","pl","sg",1
49,239,"formal","sg","pl",1
49,303,"formal","sg","pl",0
49,367,"formal","sg","pl",0
49,431,"formal","sg","pl",1
49,495,"formal","sg","pl",0
49,184,"formal","sg","sg",1
49,248,"formal","sg","sg",1
49,312,"formal","sg","sg",1
49,376,"formal","sg","sg",1
49,440,"formal","sg","sg",1
49,193,"informal","pl","pl",0
49,257,"informal","pl","pl",0
49,321,"informal","pl","pl",0
49,385,"informal","pl","pl",1
49,449,"informal","pl","pl",0
49,202,"informal","pl","sg",1
49,266,"informal","pl","sg",0
49,330,"informal","pl","sg",1
49,394,"informal","pl","sg",0
49,458,"informal","pl","sg",0
49,211,"informal","sg","pl",0
49,275,"informal","sg","pl",1
49,339,"informal","sg","pl",1
49,403,"informal","sg","pl",1
49,467,"informal","sg","pl",0
49,220,"informal","sg","sg",1
49,284,"informal","sg","sg",1
49,348,"informal","sg","sg",0
49,476,"informal","sg","sg",0
50,213,"formal","pl","pl",1
50,277,"formal","pl","pl",1
50,341,"formal","pl","pl",1
50,405,"formal","pl","pl",1
50,469,"formal","pl","pl",1
50,222,"formal","pl","sg",0
50,286,"formal","pl","sg",1
50,350,"formal","pl","sg",1
50,414,"formal","pl","sg",1
50,478,"formal","pl","sg",1
50,231,"formal","sg","pl",1
50,295,"formal","sg","pl",1
50,359,"formal","sg","pl",1
50,423,"formal","sg","pl",0
50,487,"formal","sg","pl",1
50,240,"formal","sg","sg",0
50,304,"formal","sg","sg",1
50,368,"formal","sg","sg",1
50,432,"formal","sg","sg",1
50,496,"formal","sg","sg",1
50,185,"informal","pl","pl",0
50,249,"informal","pl","pl",1
50,313,"informal","pl","pl",0
50,377,"informal","pl","pl",1
50,441,"informal","pl","pl",1
50,194,"informal","pl","sg",1
50,258,"informal","pl","sg",0
50,322,"informal","pl","sg",1
50,386,"informal","pl","sg",1
50,450,"informal","pl","sg",1
50,203,"informal","sg","pl",1
50,267,"informal","sg","pl",0
50,331,"informal","sg","pl",1
50,395,"informal","sg","pl",1
50,459,"informal","sg","pl",0
50,212,"informal","sg","sg",1
50,276,"informal","sg","sg",1
50,340,"informal","sg","sg",1
50,404,"informal","sg","sg",1
50,468,"informal","sg","sg",1
51,205,"formal","pl","pl",0
51,269,"formal","pl","pl",0
51,333,"formal","pl","pl",1
51,397,"formal","pl","pl",1
51,461,"formal","pl","pl",0
51,214,"formal","pl","sg",1
51,278,"formal","pl","sg",1
51,342,"formal","pl","sg",1
51,406,"formal","pl","sg",1
51,470,"formal","pl","sg",0
51,287,"formal","sg","pl",1
51,351,"formal","sg","pl",0
51,415,"formal","sg","pl",0
51,479,"formal","sg","pl",1
51,232,"formal","sg","sg",1
51,296,"formal","sg","sg",1
51,360,"formal","sg","sg",1
51,424,"formal","sg","sg",0
51,488,"formal","sg","sg",0
51,241,"informal","pl","pl",0
51,305,"informal","pl","pl",0
51,369,"informal","pl","pl",1
51,433,"informal","pl","pl",0
51,497,"informal","pl","pl",0
51,186,"informal","pl","sg",1
51,250,"informal","pl","sg",1
51,314,"informal","pl","sg",1
51,378,"informal","pl","sg",0
51,442,"informal","pl","sg",1
51,195,"informal","sg","pl",0
51,259,"informal","sg","pl",0
51,323,"informal","sg","pl",0
51,387,"informal","sg","pl",1
51,451,"informal","sg","pl",0
51,204,"informal","sg","sg",1
51,268,"informal","sg","sg",1
51,332,"informal","sg","sg",1
51,396,"informal","sg","sg",1
51,460,"informal","sg","sg",1
52,197,"formal","pl","pl",1
52,261,"formal","pl","pl",1
52,325,"formal","pl","pl",0
52,389,"formal","pl","pl",0
52,453,"formal","pl","pl",1
52,206,"formal","pl","sg",1
52,270,"formal","pl","sg",1
52,334,"formal","pl","sg",1
52,398,"formal","pl","sg",1
52,462,"formal","pl","sg",1
52,215,"formal","sg","pl",1
52,279,"formal","sg","pl",1
52,343,"formal","sg","pl",1
52,407,"formal","sg","pl",1
52,471,"formal","sg","pl",0
52,224,"formal","sg","sg",1
52,288,"formal","sg","sg",1
52,352,"formal","sg","sg",1
52,416,"formal","sg","sg",1
52,480,"formal","sg","sg",1
52,233,"informal","pl","pl",0
52,297,"informal","pl","pl",0
52,361,"informal","pl","pl",0
52,425,"informal","pl","pl",1
52,489,"informal","pl","pl",0
52,242,"informal","pl","sg",1
52,306,"informal","pl","sg",0
52,370,"informal","pl","sg",0
52,434,"informal","pl","sg",0
52,498,"informal","pl","sg",1
52,187,"informal","sg","pl",0
52,251,"informal","sg","pl",0
52,315,"informal","sg","pl",0
52,379,"informal","sg","pl",0
52,443,"informal","sg","pl",0
52,196,"informal","sg","sg",1
52,324,"informal","sg","sg",1
52,388,"informal","sg","sg",1
52,452,"informal","sg","sg",1
53,189,"formal","pl","pl",1
53,253,"formal","pl","pl",0
53,317,"formal","pl","pl",0
53,381,"formal","pl","pl",0
53,445,"formal","pl","pl",0
53,198,"formal","pl","sg",1
53,262,"formal","pl","sg",1
53,326,"formal","pl","sg",1
53,390,"formal","pl","sg",0
53,454,"formal","pl","sg",1
53,207,"formal","sg","pl",0
53,271,"formal","sg","pl",0
53,335,"formal","sg","pl",0
53,399,"formal","sg","pl",0
53,463,"formal","sg","pl",0
53,216,"formal","sg","sg",1
53,280,"formal","sg","sg",1
53,344,"formal","sg","sg",1
53,408,"formal","sg","sg",1
53,472,"formal","sg","sg",1
53,225,"informal","pl","pl",0
53,289,"informal","pl","pl",0
53,353,"informal","pl","pl",0
53,417,"informal","pl","pl",0
53,481,"informal","pl","pl",0
53,234,"informal","pl","sg",1
53,298,"informal","pl","sg",1
53,362,"informal","pl","sg",1
53,426,"informal","pl","sg",1
53,490,"informal","pl","sg",1
53,243,"informal","sg","pl",0
53,307,"informal","sg","pl",1
53,371,"informal","sg","pl",0
53,435,"informal","sg","pl",1
53,499,"informal","sg","pl",0
53,188,"informal","sg","sg",0
53,252,"informal","sg","sg",1
53,316,"informal","sg","sg",1
53,380,"informal","sg","sg",0
53,444,"informal","sg","sg",1
54,205,"formal","pl","pl",1
54,269,"formal","pl","pl",0
54,333,"formal","pl","pl",0
54,397,"formal","pl","pl",0
54,461,"formal","pl","pl",0
54,214,"formal","pl","sg",1
54,278,"formal","pl","sg",1
54,342,"formal","pl","sg",1
54,406,"formal","pl","sg",1
54,470,"formal","pl","sg",1
54,223,"formal","sg","pl",0
54,287,"formal","sg","pl",0
54,351,"formal","sg","pl",0
54,415,"formal","sg","pl",0
54,479,"formal","sg","pl",0
54,232,"formal","sg","sg",1
54,296,"formal","sg","sg",1
54,360,"formal","sg","sg",1
54,424,"formal","sg","sg",1
54,488,"formal","sg","sg",0
54,241,"informal","pl","pl",0
54,305,"informal","pl","pl",0
54,369,"informal","pl","pl",0
54,433,"informal","pl","pl",0
54,497,"informal","pl","pl",0
54,186,"informal","pl","sg",1
54,250,"informal","pl","sg",0
54,314,"informal","pl","sg",1
54,378,"informal","pl","sg",1
54,442,"informal","pl","sg",1
54,195,"informal","sg","pl",0
54,259,"informal","sg","pl",0
54,323,"informal","sg","pl",0
54,387,"informal","sg","pl",0
54,451,"informal","sg","pl",0
54,204,"informal","sg","sg",1
54,268,"informal","sg","sg",1
54,332,"informal","sg","sg",1
54,396,"informal","sg","sg",1
54,460,"informal","sg","sg",1
55,237,"formal","pl","pl",1
55,301,"formal","pl","pl",0
55,365,"formal","pl","pl",0
55,429,"formal","pl","pl",0
55,493,"formal","pl","pl",1
55,182,"formal","pl","sg",1
55,246,"formal","pl","sg",1
55,310,"formal","pl","sg",1
55,374,"formal","pl","sg",0
55,438,"formal","pl","sg",0
55,191,"formal","sg","pl",0
55,255,"formal","sg","pl",0
55,319,"formal","sg","pl",0
55,383,"formal","sg","pl",0
55,447,"formal","sg","pl",0
55,200,"formal","sg","sg",1
55,264,"formal","sg","sg",0
55,328,"formal","sg","sg",0
55,392,"formal","sg","sg",1
55,456,"formal","sg","sg",1
55,209,"informal","pl","pl",0
55,273,"informal","pl","pl",0
55,337,"informal","pl","pl",0
55,401,"informal","pl","pl",1
55,465,"informal","pl","pl",0
55,218,"informal","pl","sg",1
55,282,"informal","pl","sg",1
55,346,"informal","pl","sg",1
55,410,"informal","pl","sg",1
55,474,"informal","pl","sg",1
55,227,"informal","sg","pl",0
55,291,"informal","sg","pl",1
55,355,"informal","sg","pl",0
55,419,"informal","sg","pl",0
55,483,"informal","sg","pl",0
55,236,"informal","sg","sg",0
55,300,"informal","sg","sg",1
55,364,"informal","sg","sg",1
55,428,"informal","sg","sg",1
55,492,"informal","sg","sg",1
56,229,"formal","pl","pl",1
56,293,"formal","pl","pl",1
56,357,"formal","pl","pl",1
56,421,"formal","pl","pl",1
56,485,"formal","pl","pl",1
56,238,"formal","pl","sg",1
56,302,"formal","pl","sg",1
56,366,"formal","pl","sg",1
56,430,"formal","pl","sg",1
56,494,"formal","pl","sg",1
56,183,"formal","sg","pl",1
56,247,"formal","sg","pl",1
56,311,"formal","sg","pl",1
56,375,"formal","sg","pl",1
56,439,"formal","sg","pl",1
56,192,"formal","sg","sg",1
56,256,"formal","sg","sg",1
56,320,"formal","sg","sg",1
56,384,"formal","sg","sg",1
56,448,"formal","sg","sg",1
56,201,"informal","pl","pl",0
56,265,"informal","pl","pl",0
56,329,"informal","pl","pl",0
56,393,"informal","pl","pl",0
56,457,"informal","pl","pl",0
56,210,"informal","pl","sg",1
56,274,"informal","pl","sg",1
56,338,"informal","pl","sg",1
56,402,"informal","pl","sg",1
56,466,"informal","pl","sg",1
56,219,"informal","sg","pl",0
56,283,"informal","sg","pl",0
56,347,"informal","sg","pl",0
56,411,"informal","sg","pl",0
56,475,"informal","sg","pl",0
56,228,"informal","sg","sg",1
56,292,"informal","sg","sg",1
56,356,"informal","sg","sg",1
56,420,"informal","sg","sg",1
56,484,"informal","sg","sg",1
57,221,"formal","pl","pl",0
57,285,"formal","pl","pl",0
57,349,"formal","pl","pl",0
57,477,"formal","pl","pl",0
57,230,"formal","pl","sg",1
57,294,"formal","pl","sg",1
57,358,"formal","pl","sg",1
57,422,"formal","pl","sg",1
57,486,"formal","pl","sg",1
57,239,"formal","sg","pl",0
57,303,"formal","sg","pl",0
57,367,"formal","sg","pl",0
57,431,"formal","sg","pl",0
57,495,"formal","sg","pl",0
57,184,"formal","sg","sg",1
57,248,"formal","sg","sg",1
57,312,"formal","sg","sg",1
57,376,"formal","sg","sg",1
57,440,"formal","sg","sg",1
57,193,"informal","pl","pl",0
57,257,"informal","pl","pl",0
57,321,"informal","pl","pl",0
57,385,"informal","pl","pl",0
57,449,"informal","pl","pl",0
57,202,"informal","pl","sg",1
57,266,"informal","pl","sg",1
57,330,"informal","pl","sg",1
57,394,"informal","pl","sg",1
57,458,"informal","pl","sg",1
57,211,"informal","sg","pl",0
57,275,"informal","sg","pl",0
57,339,"informal","sg","pl",0
57,403,"informal","sg","pl",0
57,467,"informal","sg","pl",0
57,220,"informal","sg","sg",1
57,284,"informal","sg","sg",1
57,348,"informal","sg","sg",1
57,412,"informal","sg","sg",1
57,476,"informal","sg","sg",1
58,213,"formal","pl","pl",1
58,277,"formal","pl","pl",0
58,341,"formal","pl","pl",0
58,405,"formal","pl","pl",0
58,469,"formal","pl","pl",0
58,222,"formal","pl","sg",1
58,286,"formal","pl","sg",1
58,350,"formal","pl","sg",1
58,414,"formal","pl","sg",1
58,478,"formal","pl","sg",1
58,231,"formal","sg","pl",0
58,295,"formal","sg","pl",0
58,359,"formal","sg","pl",1
58,423,"formal","sg","pl",1
58,487,"formal","sg","pl",0
58,240,"formal","sg","sg",1
58,304,"formal","sg","sg",1
58,368,"formal","sg","sg",1
58,432,"formal","sg","sg",1
58,496,"formal","sg","sg",1
58,185,"informal","pl","pl",0
58,249,"informal","pl","pl",0
58,313,"informal","pl","pl",0
58,377,"informal","pl","pl",0
58,441,"informal","pl","pl",0
58,194,"informal","pl","sg",0
58,258,"informal","pl","sg",1
58,322,"informal","pl","sg",1
58,386,"informal","pl","sg",1
58,450,"informal","pl","sg",1
58,267,"informal","sg","pl",0
58,331,"informal","sg","pl",0
58,395,"informal","sg","pl",0
58,459,"informal","sg","pl",0
58,212,"informal","sg","sg",0
58,276,"informal","sg","sg",1
58,340,"informal","sg","sg",0
58,404,"informal","sg","sg",1
58,468,"informal","sg","sg",1
59,205,"formal","pl","pl",0
59,269,"formal","pl","pl",0
59,333,"formal","pl","pl",0
59,397,"formal","pl","pl",0
59,461,"formal","pl","pl",0
59,214,"formal","pl","sg",1
59,278,"formal","pl","sg",1
59,342,"formal","pl","sg",1
59,406,"formal","pl","sg",1
59,470,"formal","pl","sg",1
59,223,"formal","sg","pl",0
59,287,"formal","sg","pl",1
59,351,"formal","sg","pl",0
59,415,"formal","sg","pl",0
59,479,"formal","sg","pl",0
59,232,"formal","sg","sg",1
59,296,"formal","sg","sg",1
59,360,"formal","sg","sg",1
59,424,"formal","sg","sg",1
59,488,"formal","sg","sg",1
59,241,"informal","pl","pl",0
59,305,"informal","pl","pl",0
59,369,"informal","pl","pl",0
59,433,"informal","pl","pl",0
59,497,"informal","pl","pl",0
59,186,"informal","pl","sg",1
59,250,"informal","pl","sg",1
59,314,"informal","pl","sg",1
59,378,"informal","pl","sg",1
59,442,"informal","pl","sg",1
59,195,"informal","sg","pl",0
59,259,"informal","sg","pl",0
59,323,"informal","sg","pl",0
59,387,"informal","sg","pl",0
59,451,"informal","sg","pl",0
59,204,"informal","sg","sg",1
59,268,"informal","sg","sg",1
59,332,"informal","sg","sg",1
59,396,"informal","sg","sg",1
59,460,"informal","sg","sg",1
60,205,"formal","pl","pl",0
60,269,"formal","pl","pl",0
60,333,"formal","pl","pl",0
60,397,"formal","pl","pl",0
60,461,"formal","pl","pl",0
60,214,"formal","pl","sg",1
60,278,"formal","pl","sg",1
60,342,"formal","pl","sg",1
60,406,"formal","pl","sg",1
60,470,"formal","pl","sg",1
60,223,"formal","sg","pl",0
60,287,"formal","sg","pl",0
60,351,"formal","sg","pl",0
60,415,"formal","sg","pl",0
60,479,"formal","sg","pl",1
60,232,"formal","sg","sg",1
60,296,"formal","sg","sg",1
60,360,"formal","sg","sg",1
60,424,"formal","sg","sg",1
60,488,"formal","sg","sg",1
60,241,"informal","pl","pl",0
60,305,"informal","pl","pl",0
60,369,"informal","pl","pl",0
60,433,"informal","pl","pl",0
60,497,"informal","pl","pl",1
60,186,"informal","pl","sg",1
60,250,"informal","pl","sg",1
60,314,"informal","pl","sg",1
60,378,"informal","pl","sg",1
60,442,"informal","pl","sg",1
60,195,"informal","sg","pl",0
60,259,"informal","sg","pl",0
60,323,"informal","sg","pl",0
60,387,"informal","sg","pl",0
60,451,"informal","sg","pl",0
60,204,"informal","sg","sg",1
60,268,"informal","sg","sg",1
60,332,"informal","sg","sg",1
60,396,"informal","sg","sg",1
60,460,"informal","sg","sg",1
61,197,"formal","pl","pl",0
61,261,"formal","pl","pl",0
61,325,"formal","pl","pl",0
61,389,"formal","pl","pl",0
61,453,"formal","pl","pl",0
61,206,"formal","pl","sg",0
61,270,"formal","pl","sg",1
61,334,"formal","pl","sg",1
61,398,"formal","pl","sg",0
61,462,"formal","pl","sg",1
61,215,"formal","sg","pl",0
61,279,"formal","sg","pl",0
61,343,"formal","sg","pl",0
61,407,"formal","sg","pl",0
61,471,"formal","sg","pl",1
61,224,"formal","sg","sg",0
61,352,"formal","sg","sg",1
61,416,"formal","sg","sg",1
61,480,"formal","sg","sg",1
61,233,"informal","pl","pl",0
61,297,"informal","pl","pl",1
61,361,"informal","pl","pl",0
61,425,"informal","pl","pl",0
61,489,"informal","pl","pl",0
61,242,"informal","pl","sg",1
61,306,"informal","pl","sg",0
61,370,"informal","pl","sg",0
61,434,"informal","pl","sg",1
61,498,"informal","pl","sg",1
61,187,"informal","sg","pl",0
61,251,"informal","sg","pl",1
61,315,"informal","sg","pl",1
61,379,"informal","sg","pl",0
61,443,"informal","sg","pl",0
61,196,"informal","sg","sg",1
61,260,"informal","sg","sg",1
61,324,"informal","sg","sg",0
61,388,"informal","sg","sg",1
61,452,"informal","sg","sg",0
62,181,"formal","pl","pl",0
62,245,"formal","pl","pl",0
62,309,"formal","pl","pl",1
62,373,"formal","pl","pl",1
62,437,"formal","pl","pl",1
62,190,"formal","pl","sg",1
62,254,"formal","pl","sg",1
62,318,"formal","pl","sg",1
62,382,"formal","pl","sg",1
62,446,"formal","pl","sg",1
62,199,"formal","sg","pl",0
62,263,"formal","sg","pl",0
62,327,"formal","sg","pl",0
62,391,"formal","sg","pl",0
62,455,"formal","sg","pl",0
62,208,"formal","sg","sg",1
62,272,"formal","sg","sg",1
62,336,"formal","sg","sg",1
62,400,"formal","sg","sg",1
62,464,"formal","sg","sg",1
62,217,"informal","pl","pl",1
62,281,"informal","pl","pl",0
62,345,"informal","pl","pl",0
62,409,"informal","pl","pl",1
62,473,"informal","pl","pl",1
62,226,"informal","pl","sg",1
62,290,"informal","pl","sg",1
62,354,"informal","pl","sg",1
62,418,"informal","pl","sg",1
62,482,"informal","pl","sg",1
62,235,"informal","sg","pl",0
62,299,"informal","sg","pl",1
62,363,"informal","sg","pl",0
62,427,"informal","sg","pl",0
62,491,"informal","sg","pl",0
62,244,"informal","sg","sg",1
62,308,"informal","sg","sg",1
62,372,"informal","sg","sg",1
62,436,"informal","sg","sg",1
62,500,"informal","sg","sg",1
63,181,"formal","pl","pl",0
63,245,"formal","pl","pl",1
63,309,"formal","pl","pl",0
63,373,"formal","pl","pl",0
63,437,"formal","pl","pl",0
63,190,"formal","pl","sg",1
63,254,"formal","pl","sg",1
63,318,"formal","pl","sg",1
63,382,"formal","pl","sg",1
63,446,"formal","pl","sg",1
63,199,"formal","sg","pl",0
63,263,"formal","sg","pl",0
63,327,"formal","sg","pl",0
63,391,"formal","sg","pl",0
63,455,"formal","sg","pl",1
63,208,"formal","sg","sg",1
63,272,"formal","sg","sg",1
63,336,"formal","sg","sg",1
63,400,"formal","sg","sg",1
63,464,"formal","sg","sg",1
63,217,"informal","pl","pl",0
63,281,"informal","pl","pl",0
63,345,"informal","pl","pl",0
63,409,"informal","pl","pl",1
63,473,"informal","pl","pl",0
63,226,"informal","pl","sg",0
63,290,"informal","pl","sg",0
63,354,"informal","pl","sg",1
63,418,"informal","pl","sg",1
63,482,"informal","pl","sg",1
63,235,"informal","sg","pl",0
63,299,"informal","sg","pl",0
63,363,"informal","sg","pl",0
63,427,"informal","sg","pl",0
63,491,"informal","sg","pl",0
63,244,"informal","sg","sg",1
63,308,"informal","sg","sg",1
63,372,"informal","sg","sg",1
63,436,"informal","sg","sg",0
63,500,"informal","sg","sg",1
64,189,"formal","pl","pl",1
64,253,"formal","pl","pl",1
64,317,"formal","pl","pl",1
64,381,"formal","pl","pl",0
64,445,"formal","pl","pl",1
64,198,"formal","pl","sg",1
64,262,"formal","pl","sg",1
64,326,"formal","pl","sg",1
64,390,"formal","pl","sg",1
64,454,"formal","pl","sg",1
64,207,"formal","sg","pl",0
64,271,"formal","sg","pl",1
64,335,"formal","sg","pl",1
64,399,"formal","sg","pl",1
64,463,"formal","sg","pl",1
64,216,"formal","sg","sg",1
64,280,"formal","sg","sg",0
64,344,"formal","sg","sg",1
64,408,"formal","sg","sg",0
64,472,"formal","sg","sg",1
64,225,"informal","pl","pl",0
64,289,"informal","pl","pl",0
64,353,"informal","pl","pl",0
64,417,"informal","pl","pl",0
64,481,"informal","pl","pl",0
64,234,"informal","pl","sg",1
64,298,"informal","pl","sg",1
64,362,"informal","pl","sg",1
64,426,"informal","pl","sg",1
64,490,"informal","pl","sg",1
64,243,"informal","sg","pl",0
64,307,"informal","sg","pl",0
64,371,"informal","sg","pl",0
64,435,"informal","sg","pl",0
64,499,"informal","sg","pl",0
64,188,"informal","sg","sg",1
